query,_id,_score,name,symbol,ensembl.gene,notfound,ensembl
SAGE1,55511,22.07453,sarcoma antigen 1,SAGE1,ENSG00000181433,,
MMGT1,93380,17.620306,membrane magnesium transporter 1,MMGT1,ENSG00000169446,,
SLC9A6,10479,18.189766,solute carrier family 9 member A6,SLC9A6,ENSG00000198689,,
FHL1,2273,18.107649,four and a half LIM domains 1,FHL1,ENSG00000022267,,
MAP7D3,79649,17.761698,MAP7 domain containing 3,MAP7D3,ENSG00000129680,,
ADGRG4,139378,18.6494,adhesion G protein-coupled receptor G4,ADGRG4,ENSG00000156920,,
BRS3,680,18.213875,bombesin receptor subtype 3,BRS3,ENSG00000102239,,
HTATSF1,27336,17.575674,HIV-1 Tat specific factor 1,HTATSF1,ENSG00000102241,,
VGLL1,51442,17.806675,vestigial like family member 1,VGLL1,ENSG00000102243,,
CD40LG,959,17.646479,CD40 ligand,CD40LG,ENSG00000102245,,
ARHGEF6,9459,17.588385,Rac/Cdc42 guanine nucleotide exchange factor 6,ARHGEF6,ENSG00000129675,,
AL683813.1,,,,,,True,
RBMX,27316,17.625032,RNA binding motif protein X-linked,RBMX,ENSG00000147274,,
GPR101,83550,18.072454,G protein-coupled receptor 101,GPR101,ENSG00000165370,,
AL035443.1,,,,,,True,
ZIC3,7547,17.657745,Zic family member 3,ZIC3,ENSG00000156925,,
Z96074.1,,,,,,True,
FGF13,2258,18.205952,fibroblast growth factor 13,FGF13,ENSG00000129682,,
AL031386.1,,,,,,True,
FGF13-AS1,100129662,27.063152,FGF13 antisense RNA 1,FGF13-AS1,ENSG00000226031,,
F9,2158,18.28767,coagulation factor IX,F9,ENSG00000101981,,
MCF2,4168,18.177069,MCF.2 cell line derived transforming sequence,MCF2,ENSG00000101977,,
ATP11C,286410,17.586006,ATPase phospholipid transporting 11C,ATP11C,ENSG00000101974,,
CXorf66,347487,25.749828,chromosome X open reading frame 66,CXorf66,ENSG00000203933,,
AL589987.2,,,,,,True,
FO393408.1,,,,,,True,
SOX3,6658,18.07359,SRY-box transcription factor 3,SOX3,ENSG00000134595,,
AL844175.1,,,,,,True,
LINC00632,286411,27.06384,long intergenic non-protein coding RNA 632,LINC00632,ENSG00000203930,,
CDR1,ENSG00000288642,20.105644,cerebellar degeneration related 1,CDR1,ENSG00000288642,,
CDR1,1038,20.105644,cerebellar degeneration related 1,CDR1,,,
AL078639.1,,,,,,True,
AL451048.1,,,,,,True,
SPANXB1,728695,26.268175,SPANX family member B1,SPANXB1,ENSG00000227234,,
AC234778.2,,,,,,True,
LDOC1,23641,19.21613,LDOC1 regulator of NFKB signaling,LDOC1,ENSG00000182195,,
SPANXC,64663,27.059961,SPANX family member C,SPANXC,ENSG00000198573,,
SPANXA2-OT1,619455,27.062708,SPANXA2 overlapping transcript 1,SPANXA2-OT1,ENSG00000277215,,
SPANXA1,30014,27.063547,"sperm protein associated with the nucleus, X-linked, family member A1",SPANXA1,ENSG00000198021,,
SPANXA2,728712,27.065735,SPANX family member A2,SPANXA2,ENSG00000203926,,
SPANXD,64648,26.271631,SPANX family member D,SPANXD,ENSG00000196406,,
MAGEC3,139081,23.443548,MAGE family member C3,MAGEC3,ENSG00000165509,,
MAGEC1,9947,23.346642,MAGE family member C1,MAGEC1,ENSG00000155495,,
MAGEC2,51438,23.169436,MAGE family member C2,MAGEC2,ENSG00000046774,,
SPANXN4,441525,24.568497,SPANX family member N4,SPANXN4,ENSG00000189326,,
AC239727.1,,,,,,True,
SPANXN3,139067,26.271315,SPANX family member N3,SPANXN3,ENSG00000189252,,
SLITRK4,139065,17.595263,SLIT and NTRK like family member 4,SLITRK4,ENSG00000179542,,
SPANXN2,494119,26.271315,SPANX family member N2,SPANXN2,ENSG00000268988,,
AL500522.1,,,,,,True,
AL713923.1,,,,,,True,
SPANXN1,494118,25.749828,SPANX family member N1,SPANXN1,ENSG00000203923,,
SLITRK2,84631,17.610594,SLIT and NTRK like family member 2,SLITRK2,ENSG00000185985,,
CXorf51B,100133053,27.06384,chromosome X open reading frame 51B,CXorf51B,ENSG00000235699,,
CXorf51A,100129239,27.06384,chromosome X open reading frame 51A,CXorf51A,ENSG00000224440,,
AL589669.1,,,,,,True,
L29074.1,,,,,,True,
FMR1,2332,17.536617,fragile X messenger ribonucleoprotein 1,FMR1,ENSG00000102081,,
FMR1NB,158521,19.093489,FMR1 neighbor,FMR1NB,ENSG00000176988,,
AC002368.1,,,,,,True,
AFF2,2334,17.641521,ALF transcription elongation factor 2,AFF2,ENSG00000155966,,
IDS,3423,17.530838,iduronate 2-sulfatase,IDS,ENSG00000010404,,
AC244197.3,,,,,,True,
AC244197.2,,,,,,True,
LINC00893,,,,,,True,
CXorf40A,,,,,,True,
HSFX3,101928917,22.499222,"heat shock transcription factor family, X-linked member 3",HSFX3,ENSG00000283697,,
MAGEA9B,728269,25.746635,MAGE family member A9B,MAGEA9B,ENSG00000267978,,
HSFX2,100130086,24.046959,"heat shock transcription factor family, X-linked 2",HSFX2,ENSG00000268738,,
TMEM185A,84548,18.361221,transmembrane protein 185A,TMEM185A,ENSG00000269556,,
MAGEA11,4110,22.868214,MAGE family member A11,MAGEA11,ENSG00000185247,,
HSFX1,100506164,24.568056,"heat shock transcription factor family, X-linked 1",HSFX1,ENSG00000171116,,
MAGEA9,4108,23.546608,MAGE family member A9,MAGEA9,ENSG00000123584,,
LINC00850,101241891,27.062708,long intergenic non-protein coding RNA 850,LINC00850,ENSG00000280752,,
MAGEA8-AS1,ENSG00000230899,26.271364,MAGEA8 antisense RNA 1,MAGEA8-AS1,ENSG00000230899,,
MAGEA8-AS1,101410537,26.271364,MAGEA8 antisense RNA 1,MAGEA8-AS1,,,
MAGEA8,4107,23.169436,MAGE family member A8,MAGEA8,ENSG00000156009,,
CXorf40B,,,,,,True,
HSFX4,101927685,22.115736,"heat shock transcription factor family, X-linked member 4",HSFX4,ENSG00000283463,,
LINC00894,,,,,,True,
MAMLD1,10046,18.238068,mastermind like domain containing 1,MAMLD1,ENSG00000013619,,
MTM1,4534,17.490896,myotubularin 1,MTM1,ENSG00000171100,,
MTMR1,8776,18.193457,myotubularin related protein 1,MTMR1,ENSG00000063601,,
CD99L2,83692,17.64891,CD99 molecule like 2,CD99L2,ENSG00000102181,,
AF274573.1,,,,,,True,
HMGB3,3149,18.26267,high mobility group box 3,HMGB3,ENSG00000029993,,
GPR50-AS1,100128688,27.062708,GPR50 antisense RNA 1,GPR50-AS1,ENSG00000234696,,
GPR50,9248,18.414036,G protein-coupled receptor 50,GPR50,ENSG00000102195,,
KC877982.1,,,,,,True,
VMA21,203547,17.44459,vacuolar ATPase assembly factor VMA21,VMA21,ENSG00000160131,,
BX546450.2,,,,,,True,
BX546450.1,,,,,,True,
PASD1,139135,18.884626,PAS domain containing repressor 1,PASD1,ENSG00000166049,,
PRRG3,79057,18.224314,proline rich and Gla domain 3,PRRG3,ENSG00000130032,,
FATE1,89885,18.149954,fetal and adult testis expressed 1,FATE1,ENSG00000147378,,
CNGA2,1260,17.255669,cyclic nucleotide gated channel subunit alpha 2,CNGA2,ENSG00000183862,,
MAGEA4-AS1,ENSG00000229967,26.271364,MAGEA4 antisense RNA 1,MAGEA4-AS1,ENSG00000229967,,
MAGEA4-AS1,105373368,26.271364,MAGEA4 antisense RNA 1,MAGEA4-AS1,,,
MAGEA4,4103,21.91933,MAGE family member A4,MAGEA4,ENSG00000147381,,
GABRE,2564,18.85068,gamma-aminobutyric acid type A receptor subunit epsilon,GABRE,ENSG00000102287,,
MAGEA10,4109,20.88657,MAGE family member A10,MAGEA10,ENSG00000124260,,
AC116666.1,,,,,,True,
GABRA3,2556,17.892498,gamma-aminobutyric acid type A receptor subunit alpha3,GABRA3,ENSG00000011677,,
GABRQ,55879,18.890312,gamma-aminobutyric acid type A receptor subunit theta,GABRQ,ENSG00000268089,,
MAGEA3,4102,25.359842,MAGE family member A3,MAGEA3,,,"[{'gene': 'ENSG00000221867'}, {'gene': 'ENSG00000292186'}]"
CSAG2,102723547,26.268175,CSAG family member 2,CSAG2,ENSG00000268902,,
MAGEA2B,266740,25.04924,MAGE family member A2B,MAGEA2B,,,"[{'gene': 'ENSG00000183305'}, {'gene': 'ENSG00000292187'}]"
CSAG1,158511,26.271759,chondrosarcoma associated gene 1,CSAG1,,,"[{'gene': 'ENSG00000292188'}, {'gene': 'ENSG00000198930'}]"
MAGEA12,4111,24.789862,MAGE family member A12,MAGEA12,,,"[{'gene': 'ENSG00000213401'}, {'gene': 'ENSG00000292189'}]"
AC244102.1,,,,,,True,
MAGEA2,4101,25.360283,MAGE family member A2,MAGEA2,ENSG00000268606,,
CSAG3,389903,27.063152,CSAG family member 3,CSAG3,ENSG00000268916,,
MAGEA6,4105,25.049637,MAGE family member A6,MAGEA6,,,"[{'gene': 'ENSG00000292195'}, {'gene': 'ENSG00000197172'}]"
CETN2,1069,17.898317,centrin 2,CETN2,,,"[{'gene': 'ENSG00000292191'}, {'gene': 'ENSG00000147400'}]"
NSDHL,50814,17.602057,NAD(P) dependent steroid dehydrogenase-like,NSDHL,,,"[{'gene': 'ENSG00000292192'}, {'gene': 'ENSG00000147383'}]"
ZNF185,7739,17.827763,zinc finger protein 185 with LIM domain,ZNF185,,,"[{'gene': 'ENSG00000292196'}, {'gene': 'ENSG00000147394'}]"
PNMA5,114824,20.201033,PNMA family member 5,PNMA5,,,"[{'gene': 'ENSG00000292194'}, {'gene': 'ENSG00000198883'}]"
PNMA3,29944,20.176525,PNMA family member 3,PNMA3,ENSG00000183837,,
PNMA6A,84968,20.558119,PNMA family member 6A,PNMA6A,ENSG00000235961,,
MAGEA1,4100,22.671892,MAGE family member A1,MAGEA1,ENSG00000198681,,
AC236972.3,,,,,,True,
PNMA6F,105373377,21.954817,PNMA family member 6F,PNMA6F,ENSG00000225110,,
ZNF275,10838,19.328297,zinc finger protein 275,ZNF275,ENSG00000063587,,
PNMA6E,649238,21.073925,PNMA family member 6E,PNMA6E,ENSG00000214897,,
ZFP92,139735,19.37786,ZFP92 zinc finger protein,ZFP92,ENSG00000189420,,
TREX2,11219,18.829504,three prime repair exonuclease 2,TREX2,ENSG00000183479,,
HAUS7,55559,18.029259,HAUS augmin like complex subunit 7,HAUS7,ENSG00000213397,,
BGN,633,18.817448,biglycan,BGN,ENSG00000182492,,
ATP2B3,492,18.696308,ATPase plasma membrane Ca2+ transporting 3,ATP2B3,ENSG00000067842,,
CCNQ,92002,17.93027,cyclin Q,CCNQ,ENSG00000262919,,
DUSP9,1852,18.824406,dual specificity phosphatase 9,DUSP9,ENSG00000130829,,
PNCK,139728,18.491306,pregnancy up-regulated nonubiquitous CaM kinase,PNCK,ENSG00000130822,,
SLC6A8,6535,17.772366,solute carrier family 6 member 8,SLC6A8,ENSG00000130821,,
BCAP31,10134,17.867924,B cell receptor associated protein 31,BCAP31,ENSG00000185825,,
ABCD1,215,17.119913,ATP binding cassette subfamily D member 1,ABCD1,ENSG00000101986,,
U52111.1,,,,,,True,
PLXNB3,5365,18.100868,plexin B3,PLXNB3,ENSG00000198753,,
SRPK3,26576,17.921047,SRSF protein kinase 3,SRPK3,ENSG00000184343,,
IDH3G,3421,17.790823,isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma,IDH3G,ENSG00000067829,,
SSR4,6748,17.833113,signal sequence receptor subunit 4,SSR4,ENSG00000180879,,
PDZD4,57595,18.38742,PDZ domain containing 4,PDZD4,ENSG00000067840,,
L1CAM,3897,18.70086,L1 cell adhesion molecule,L1CAM,ENSG00000198910,,
U52112.2,,,,,,True,
AVPR2,554,18.696177,arginine vasopressin receptor 2,AVPR2,ENSG00000126895,,
ARHGAP4,393,18.777908,Rho GTPase activating protein 4,ARHGAP4,ENSG00000089820,,
NAA10,8260,17.875887,"N-alpha-acetyltransferase 10, NatA catalytic subunit",NAA10,ENSG00000102030,,
RENBP,5973,18.114134,renin binding protein,RENBP,ENSG00000102032,,
HCFC1,3054,18.570225,host cell factor C1,HCFC1,ENSG00000172534,,
HCFC1-AS1,ENSG00000235802,26.271759,HCFC1 antisense RNA 1,HCFC1-AS1,ENSG00000235802,,
HCFC1-AS1,100873990,26.271759,HCFC1 antisense RNA 1,HCFC1-AS1,,,
TMEM187,8269,18.172293,transmembrane protein 187,TMEM187,ENSG00000177854,,
IRAK1,3654,17.999582,interleukin 1 receptor associated kinase 1,IRAK1,ENSG00000184216,,
MECP2,4204,17.811558,methyl-CpG binding protein 2,MECP2,ENSG00000169057,,
OPN1LW,5956,21.466566,"opsin 1, long wave sensitive",OPN1LW,ENSG00000102076,,
OPN1MW,2652,23.343185,"opsin 1, medium wave sensitive",OPN1MW,ENSG00000268221,,
OPN1MW2,728458,24.571083,"opsin 1, medium wave sensitive 2",OPN1MW2,ENSG00000166160,,
OPN1MW3,101060233,22.614588,"opsin 1, medium wave sensitive 3",OPN1MW3,ENSG00000269433,,
TEX28,1527,19.005793,testis expressed 28,TEX28,ENSG00000278057,,
TKTL1,8277,18.932457,transketolase like 1,TKTL1,ENSG00000007350,,
AC245140.1,,,,,,True,
FLNA,2316,17.98469,filamin A,FLNA,ENSG00000196924,,
AC245140.3,,,,,,True,
EMD,2010,18.163189,emerin,EMD,ENSG00000102119,,
RPL10,6134,17.008661,ribosomal protein L10,RPL10,ENSG00000147403,,
AC245140.2,,,,,,True,
DNASE1L1,1774,18.163748,deoxyribonuclease 1 like 1,DNASE1L1,ENSG00000013563,,
TAZ,,,,,,True,
AC244090.1,,,,,,True,
ATP6AP1,537,18.33357,ATPase H+ transporting accessory protein 1,ATP6AP1,ENSG00000071553,,
GDI1,2664,17.903679,GDP dissociation inhibitor 1,GDI1,ENSG00000203879,,
FAM50A,9130,17.95502,family with sequence similarity 50 member A,FAM50A,ENSG00000071859,,
PLXNA3,55558,18.10519,plexin A3,PLXNA3,ENSG00000130827,,
LAGE3,8270,18.753458,L antigen family member 3,LAGE3,ENSG00000196976,,
UBL4A,8266,18.002966,ubiquitin like 4A,UBL4A,ENSG00000102178,,
SLC10A3,8273,17.924154,solute carrier family 10 member 3,SLC10A3,ENSG00000126903,,
FAM3A,60343,17.963861,FAM3 metabolism regulating signaling molecule A,FAM3A,ENSG00000071889,,
G6PD,2539,17.898476,glucose-6-phosphate dehydrogenase,G6PD,ENSG00000160211,,
IKBKG,8517,17.899212,inhibitor of nuclear factor kappa B kinase regulatory subunit gamma,IKBKG,ENSG00000269335,,
FAM223A,100132967,27.063105,family with sequence similarity 223 member A,FAM223A,ENSG00000279245,,
CTAG1A,246100,26.271631,cancer/testis antigen 1A,CTAG1A,ENSG00000268651,,
CTAG1B,1485,27.063105,cancer/testis antigen 1B,CTAG1B,ENSG00000184033,,
FAM223B,286967,27.063105,family with sequence similarity 223 member B,FAM223B,ENSG00000272681,,
CTAG2,30848,23.657816,cancer/testis antigen 2,CTAG2,ENSG00000126890,,
GAB3,139716,17.66098,GRB2 associated binding protein 3,GAB3,ENSG00000160219,,
DKC1,1736,16.6824,dyskerin pseudouridine synthase 1,DKC1,ENSG00000130826,,
MPP1,4354,17.650217,MAGUK p55 scaffold protein 1,MPP1,ENSG00000130830,,
SMIM9,100132963,19.342024,small integral membrane protein 9,SMIM9,ENSG00000203870,,
F8,2157,17.671846,coagulation factor VIII,F8,ENSG00000185010,,
H2AFB1,,,,,,True,
F8A1,8263,19.800995,coagulation factor VIII associated 1,F8A1,ENSG00000288722,,
FUNDC2,65991,18.032757,FUN14 domain containing 2,FUNDC2,ENSG00000165775,,
CMC4,100272147,17.64891,C-X9-C motif containing 4,CMC4,ENSG00000182712,,
MTCP1,4515,18.357332,mature T cell proliferation 1,MTCP1,ENSG00000214827,,
BRCC3,79184,17.574644,BRCA1/BRCA2-containing complex subunit 3,BRCC3,ENSG00000185515,,
VBP1,7411,17.632315,VHL binding protein 1,VBP1,ENSG00000155959,,
RAB39B,116442,18.117355,"RAB39B, member RAS oncogene family",RAB39B,ENSG00000155961,,
CLIC2,1193,17.96977,chloride intracellular channel 2,CLIC2,ENSG00000155962,,
AC234781.1,,,,,,True,
H2AFB2,,,,,,True,
F8A2,474383,26.273949,coagulation factor VIII associated 2,F8A2,ENSG00000288709,,
F8A3,474384,23.906641,coagulation factor VIII associated 3,F8A3,ENSG00000277150,,
H2AFB3,,,,,,True,
TMLHE-AS1,100507404,27.062708,TMLHE antisense RNA 1,TMLHE-AS1,ENSG00000224533,,
BX571846.1,,,,,,True,
TMLHE,55217,17.70885,"trimethyllysine hydroxylase, epsilon",TMLHE,ENSG00000185973,,
SPRY3,10251,18.139347,sprouty RTK signaling antagonist 3,SPRY3,ENSG00000168939,,
VAMP7,6845,18.14588,vesicle associated membrane protein 7,VAMP7,,,"[{'gene': 'ENSG00000124333'}, {'gene': 'ENSG00000292366'}]"
IL9R,3581,19.437366,interleukin 9 receptor,IL9R,,,"[{'gene': 'ENSG00000292373'}, {'gene': 'ENSG00000124334'}]"
WASIR1,100128260,27.063417,WASH and IL9R antisense RNA 1,WASIR1,,,"[{'gene': 'ENSG00000185203'}, {'gene': 'ENSG00000292370'}]"
AC144568.2,,,,,,True,
OR4F21,441308,26.270922,olfactory receptor family 4 subfamily F member 21,OR4F21,ENSG00000176269,,
ZNF596,169270,19.839626,zinc finger protein 596,ZNF596,ENSG00000172748,,
AC004908.1,,,,,,True,
AC004908.3,,,,,,True,
AC136777.1,,,,,,True,
FAM87A,157693,27.063105,family with sequence similarity 87 member A,FAM87A,ENSG00000182366,,
FBXO25,26260,17.585258,F-box protein 25,FBXO25,ENSG00000147364,,
AC083964.1,,,,,,True,
TDRP,157695,18.120584,testis development related protein,TDRP,ENSG00000180190,,
ERICH1,157697,18.1531,glutamate rich 1,ERICH1,,,"[{'gene': 'ENSG00000282665'}, {'gene': 'ENSG00000104714'}]"
DLGAP2,9228,18.17968,DLG associated protein 2,DLGAP2,,,"[{'gene': 'ENSG00000282152'}, {'gene': 'ENSG00000282318'}, {'gene': 'ENSG00000198010'}, {'gene': 'ENSG00000274161'}, {'gene': 'ENSG00000282103'}]"
AC100797.4,,,,,,True,
AC026950.2,,,,,,True,
AC129915.3,,,,,,True,
AC110288.1,,,,,,True,
AF067845.2,,,,,,True,
AF067845.1,,,,,,True,
AF067845.5,,,,,,True,
AF067845.4,,,,,,True,
DLGAP2-AS1,100507435,27.063547,DLGAP2 antisense RNA 1,DLGAP2-AS1,,,"[{'gene': 'ENSG00000282001'}, {'gene': 'ENSG00000253267'}, {'gene': 'ENSG00000282643'}, {'gene': 'ENSG00000282020'}]"
CLN8,2055,17.668486,CLN8 transmembrane ER and ERGIC protein,CLN8,,,"[{'gene': 'ENSG00000182372'}, {'gene': 'ENSG00000278220'}]"
AC100810.3,,,,,,True,
AC100810.1,,,,,,True,
AC019257.8,,,,,,True,
ARHGEF10,9639,17.617163,Rho guanine nucleotide exchange factor 10,ARHGEF10,,,"[{'gene': 'ENSG00000274726'}, {'gene': 'ENSG00000104728'}]"
KBTBD11-OT1,104266957,27.063105,KBTBD11 overlapping transcript 1,KBTBD11-OT1,,,"[{'gene': 'ENSG00000283239'}, {'gene': 'ENSG00000282334'}, {'gene': 'ENSG00000253696'}]"
AC019257.1,,,,,,True,
KBTBD11,9920,18.054932,kelch repeat and BTB domain containing 11,KBTBD11,,,"[{'gene': 'ENSG00000273645'}, {'gene': 'ENSG00000176595'}]"
AC019257.2,,,,,,True,
AC245164.1,,,,,,True,
MYOM2,9172,18.192747,myomesin 2,MYOM2,,,"[{'gene': 'ENSG00000274137'}, {'gene': 'ENSG00000036448'}]"
AC245519.1,,,,,,True,
AC245519.2,,,,,,True,
AC245187.2,,,,,,True,
AC245187.1,,,,,,True,
AC245123.1,,,,,,True,
AC246817.2,,,,,,True,
AC246817.1,,,,,,True,
CSMD1,64478,18.214298,CUB and Sushi multiple domains 1,CSMD1,ENSG00000183117,,
AC004944.1,,,,,,True,
AC084768.1,,,,,,True,
AC079054.1,,,,,,True,
AC009435.1,,,,,,True,
AC016065.1,,,,,,True,
MCPH1,79648,17.613625,microcephalin 1,MCPH1,ENSG00000147316,,
ANGPT2,285,18.203318,angiopoietin 2,ANGPT2,ENSG00000091879,,
AF287957.1,,,,,,True,
MCPH1-AS1,ENSG00000249898,25.746635,MCPH1 antisense RNA 1,MCPH1-AS1,ENSG00000249898,,
MCPH1-AS1,ENSG00000285400,25.746635,MCPH1 antisense RNA 1,MCPH1-AS1,ENSG00000285400,,
MCPH1-AS1,100507530,25.746635,MCPH1 antisense RNA 1,MCPH1-AS1,,,
AGPAT5,55326,17.647835,1-acylglycerol-3-phosphate O-acyltransferase 5,AGPAT5,,,"[{'gene': 'ENSG00000155189'}, {'gene': 'ENSG00000284980'}]"
XKR5,389610,18.41129,XK related 5,XKR5,,,"[{'gene': 'ENSG00000285327'}, {'gene': 'ENSG00000275591'}]"
AF233439.1,,,,,,True,
DEFB1,1672,19.193275,defensin beta 1,DEFB1,,,"[{'gene': 'ENSG00000164825'}, {'gene': 'ENSG00000284881'}]"
DEFA6,1671,22.612001,defensin alpha 6,DEFA6,,,"[{'gene': 'ENSG00000164822'}, {'gene': 'ENSG00000285136'}]"
AF233439.2,,,,,,True,
DEFA4,1669,22.936495,defensin alpha 4,DEFA4,,,"[{'gene': 'ENSG00000285318'}, {'gene': 'ENSG00000164821'}]"
DEFA1,1667,24.20209,defensin alpha 1,DEFA1,,,"[{'gene': 'ENSG00000206047'}, {'gene': 'ENSG00000284983'}]"
DEFA1B,728358,25.360973,defensin alpha 1B,DEFA1B,,,"[{'gene': 'ENSG00000240247'}, {'gene': 'ENSG00000285176'}]"
DEFA3,1668,25.749828,defensin alpha 3,DEFA3,,,"[{'gene': 'ENSG00000239839'}, {'gene': 'ENSG00000284835'}]"
DEFA5,1670,23.546652,defensin alpha 5,DEFA5,,,"[{'gene': 'ENSG00000285251'}, {'gene': 'ENSG00000164816'}]"
FAM66B,100128890,27.063152,family with sequence similarity 66 member B,FAM66B,,,
USP17L1,401447,27.062708,ubiquitin specific peptidase 17 like family member 1,USP17L1,,,"[{'gene': 'ENSG00000230549'}, {'gene': 'ENSG00000284806'}]"
USP17L4,645402,27.062708,ubiquitin specific peptidase 17 like family member 4,USP17L4,,,"[{'gene': 'ENSG00000236125'}, {'gene': 'ENSG00000284781'}]"
ZNF705G,100131980,25.749384,zinc finger protein 705G,ZNF705G,,,"[{'gene': 'ENSG00000215372'}, {'gene': 'ENSG00000292386'}, {'gene': 'ENSG00000274195'}]"
DEFB4B,100289462,24.569185,defensin beta 4B,DEFB4B,,,"[{'gene': 'ENSG00000285433'}, {'gene': 'ENSG00000275444'}, {'gene': 'ENSG00000177257'}]"
DEFB103B,55894,24.790995,defensin beta 103B,DEFB103B,,,"[{'gene': 'ENSG00000273641'}, {'gene': 'ENSG00000285376'}, {'gene': 'ENSG00000177243'}]"
SPAG11B,10407,21.741104,sperm associated antigen 11B,SPAG11B,,,"[{'gene': 'ENSG00000164871'}, {'gene': 'ENSG00000285507'}, {'gene': 'ENSG00000274405'}]"
DEFB104B,503618,23.777103,defensin beta 104B,DEFB104B,,,"[{'gene': 'ENSG00000177023'}, {'gene': 'ENSG00000277006'}, {'gene': 'ENSG00000285034'}]"
DEFB106B,503841,23.010185,defensin beta 106B,DEFB106B,,,"[{'gene': 'ENSG00000187082'}, {'gene': 'ENSG00000275794'}, {'gene': 'ENSG00000285617'}]"
DEFB105B,504180,22.7339,defensin beta 105B,DEFB105B,,,"[{'gene': 'ENSG00000274729'}, {'gene': 'ENSG00000285015'}, {'gene': 'ENSG00000186599'}]"
DEFB107B,503614,23.012506,defensin beta 107B,DEFB107B,,,"[{'gene': 'ENSG00000198129'}, {'gene': 'ENSG00000284979'}, {'gene': 'ENSG00000277530'}]"
PRR23D1,100131608,25.752413,proline rich 23 domain containing 1,PRR23D1,,,"[{'gene': 'ENSG00000274540'}, {'gene': 'ENSG00000255251'}, {'gene': 'ENSG00000284870'}]"
PRR23D2,100133251,27.063547,proline rich 23 domain containing 2,PRR23D2,,,"[{'gene': 'ENSG00000292388'}, {'gene': 'ENSG00000255378'}]"
DEFB107A,245910,25.360239,defensin beta 107A,DEFB107A,,,"[{'gene': 'ENSG00000285432'}, {'gene': 'ENSG00000186572'}]"
DEFB105A,245908,24.202044,defensin beta 105A,DEFB105A,,,"[{'gene': 'ENSG00000285411'}, {'gene': 'ENSG00000186562'}]"
DEFB106A,245909,24.787115,defensin beta 106A,DEFB106A,,,"[{'gene': 'ENSG00000284937'}, {'gene': 'ENSG00000186579'}]"
DEFB104A,140596,26.268175,defensin beta 104A,DEFB104A,,,"[{'gene': 'ENSG00000285356'}, {'gene': 'ENSG00000176782'}]"
SPAG11A,653423,24.049543,sperm associated antigen 11A,SPAG11A,,,"[{'gene': 'ENSG00000288309'}, {'gene': 'ENSG00000178287'}]"
DEFB103A,414325,25.051828,defensin beta 103A,DEFB103A,,,"[{'gene': 'ENSG00000284978'}, {'gene': 'ENSG00000176797'}]"
DEFB4A,1673,25.049507,defensin beta 4A,DEFB4A,,,"[{'gene': 'ENSG00000285181'}, {'gene': 'ENSG00000171711'}]"
ZNF705B,100132396,26.271631,zinc finger protein 705B,ZNF705B,,,"[{'gene': 'ENSG00000285286'}, {'gene': 'ENSG00000215356'}]"
FAM66E,100132103,27.063547,family with sequence similarity 66 member E,FAM66E,,,"[{'gene': 'ENSG00000225725'}, {'gene': 'ENSG00000215374'}, {'gene': 'ENSG00000280677'}, {'gene': 'ENSG00000292390'}, {'gene': 'ENSG00000292278'}]"
USP17L8,392188,25.749779,ubiquitin specific peptidase 17 like family member 8,USP17L8,,,"[{'gene': 'ENSG00000237038'}, {'gene': 'ENSG00000285497'}]"
USP17L3,645836,27.063105,ubiquitin specific peptidase 17 like family member 3,USP17L3,,,"[{'gene': 'ENSG00000284990'}, {'gene': 'ENSG00000225327'}]"
FAM85B,ENSG00000253893,25.750515,family with sequence similarity 85 member B,FAM85B,ENSG00000253893,,
FAM85B,ENSG00000292311,25.750515,family with sequence similarity 85 member B,FAM85B,ENSG00000292311,,
FAM85B,105379219,25.750515,family with sequence similarity 85 member B,FAM85B,,,
AC068020.1,,,,,,True,
PRAG1,157285,18.098524,"PEAK1 related, kinase-activating pseudokinase 1",PRAG1,,,"[{'gene': 'ENSG00000275342'}, {'gene': 'ENSG00000292308'}]"
AC103957.1,,,,,,True,
AC103957.2,,,,,,True,
AC114550.2,,,,,,True,
AC114550.3,,,,,,True,
AC114550.1,,,,,,True,
CLDN23,137075,18.316746,claudin 23,CLDN23,,,"[{'gene': 'ENSG00000253958'}, {'gene': 'ENSG00000285098'}]"
AC087269.1,,,,,,True,
MFHAS1,9258,17.58938,multifunctional ROCO family signaling regulator 1,MFHAS1,,,"[{'gene': 'ENSG00000147324'}, {'gene': 'ENSG00000285022'}]"
ERI1,90459,17.604364,exoribonuclease 1,ERI1,,,"[{'gene': 'ENSG00000292301'}, {'gene': 'ENSG00000104626'}]"
PPP1R3B,79660,17.604774,protein phosphatase 1 regulatory subunit 3B,PPP1R3B,,,"[{'gene': 'ENSG00000285343'}, {'gene': 'ENSG00000173281'}]"
AC022784.7,,,,,,True,
AC022784.3,,,,,,True,
AC022784.8,,,,,,True,
AC022784.2,,,,,,True,
AC022784.1,,,,,,True,
AC022784.6,,,,,,True,
AC022784.4,,,,,,True,
AC021736.1,,,,,,True,
AC021242.2,,,,,,True,
AC021242.3,,,,,,True,
TNKS,8658,18.190502,tankyrase,TNKS,,,"[{'gene': 'ENSG00000173273'}, {'gene': 'ENSG00000285372'}]"
LINC00599,,,,,,True,
AC034111.1,,,,,,True,
MSRA,4482,15.4724045,methionine sulfoxide reductase A,MSRA,,,"[{'gene': 'ENSG00000285250'}, {'gene': 'ENSG00000175806'}]"
AC104964.1,,,,,,True,
